sentence1	sentence2	sem	syn	morph	lex
Damien Collins Tory MP that Voice -- the BBC's Dutch production company Talpa Media from 22 million pounds to its intellectual property that musical talent contest.	Tory MP Damien Collins attacked The Voice - the musical talent show which the BBC bought in from Dutch producer Talpa Media at an estimated cost of £22million.	-0.367537925	0.851851852	0.954358113	0.482758621
"The attack was connected to Al Qaeda, claimed responsibility for the local Mağrip group."	The Al Qaeda connected local group Maghrib claimed responsibility for the attack.	0.195121695	0.769230769	0.98140741	0.732851684
"One person out of the answer this word, instead of killing it with him."	"If someone comes out and gives this promise, they should keep their word to the death."	-0.548902528	0.733333333	0.917305615	0.333333333
"Parking: LAX-C shares have a place of their own park, the other mağazalarla and recommend."	"Parking: LAX-C has its own lot, which it shares with other shops and restaurants."	-0.427677886	0.774193548	0.956397035	0.499168135
"Parking: The other stores and restaurants of lax C has her own parking space, shared."	"Parking: LAX-C has its own lot, which it shares with other shops and restaurants."	0.257340246	0.666666667	0.951681922	0.499168135
"Johnson went to the BBC programmes's BBC4, more appropriate public service and its audience measurement will not be able to do here, but the 4 billion pounds in income tax amnesty, and that fee of to provide the basis for the religious duties of window us to continue, he said, adding that they can discuss """" subject which we do all these programmes silik't followed by anyone."	"Johnson said the BBC's more niche public service programmes ""go on to BBC4 where quite often you can't measure the audience but they fulfil their remit and they can argue when they go on their sanctimonious missions about justifying £4bn in licence fee income, ""Well of course, we do all these obscure programmes that no one watched."""	-0.270507947	0.75	0.980275391	0.422106545
"""This is the law must keep one another in the state law, you were always"" when we say, ""You separatism are you doing,"" they said."	"When we say, ""this state should behave in accordance with the law and should always value the law most"", they say, ""you are acting as a separatist"" to us."	-0.40165771	0.740740741	0.97732136	0.540540541
"The company is located in the city of Lipetsk factory of Russia if he is related to the price of the Moskalevsky, ""we have identified nearly 200 million dollars,"" he said."	"Regarding the price of the firm in Lipetsk, a town in Russia, Moskalevsky said, ""We determined it as approximately 200 million dollars""."	-0.028827332	0.716981132	0.973355197	0.456254071
Glencore shares $2.5 billion in revenue from sales made	Glencore raises $2.5 billion in share sales	0.24489531	0.666666667	0.961713174	0.584100587
Distinctive taste of the food itself would remain the same.	The distinctive taste of the food stays the same.	0.904727552	0.736842105	0.972253949	0.633386193
"The opening gongundan pre-opening proceedings about an hour ago, FedEx shares fell to $3.85, or $150,15 2.5% down."	"In premarket trading about an hour before the opening bell, FedEx shares were down $3.85, or 2.5 percent, to $150.15."	-0.180550666	0.711111111	0.982071888	0.615384615
"Russian Prime Minister Dmitry Medvedev $ 30 from the Russian perspective, the price of oil down to the bottom of a ""dramatic"" improvement, as described."	"The Russian Prime Minister Dmitry Medvedev defined the oil price falling under 30 dollars as a ""dramatical development"" from Russia's viewpoint."	-0.398078826	0.782608696	0.969722666	0.491238452
"The White House said in a statement on Tuesday, Chinese President Xi will pay an official visit to the United States at the end of the month Jinping confirmed."	"Chinese President Xi Jinping will make a state visit to the U.S. at the end of the month, the White House confirmed in a statement on Tuesday."	0.712114986	0.771929825	0.994485257	0.772434922
The first week-and-a-half antrenmanlarda shoot it.	I shot the training for the first one and a half weeks.	-0.75255276	0.761904762	0.920281712	0.153846154
"Between them, which is played in the first week of the season and performed with 7 goals in the game, Besiktas, away rival 5-2."	Beşiktaş defeated its opponent 5-2 in the match between these two teams that was played in the first half of the season and witnessed 7 goals.	-0.045146276	0.730769231	0.972830308	0.499665416
But I do not in any şeyiönemse I came from and this makes me sad.	But I've got to the point now where I don't care and that saddens me.	-0.230279931	0.8125	0.953577092	0.388888889
"The staff are helpful they told me: "".... depressed and suicidal people are listening, even the smallest interaction between friends can see how I make a difference."""	"As a Samaritan worker explained to me: ....""my listening role to people feeling depressed and suicidal has really highlighted how even the smallest interactions from friends can make a difference."""	-0.207814913	0.75	0.967542061	0.542857143
"A good Samaritan telling me who are these: "".depresif and suicidal people listening to it, between friends, even the smallest interactions I saw how he was able to create such a difference."""	"As a Samaritan worker explained to me: ....""my listening role to people feeling depressed and suicidal has really highlighted how even the smallest interactions from friends can make a difference."""	-0.141426961	0.677419355	0.980719784	0.498264924
Most legend who was an angel? -Karol Kurkova.	Who was the most legendary angel? - Karolina Kurkova.	0.127444741	0.75	0.982491705	0.454545455
"He warned against an increase in the markets, but would not yield in such a situation would allow it to rise, there are indications that they believe in."	It has warned markets to be ready for a hike but indications are they also believe the odds are against such a move.	-0.14507321	0.745098039	0.969315644	0.404634479
I'm trying to see how public service broadcasting.	I struggle to see how it's public service broadcasting.	0.488623291	0.842105263	0.977132787	0.727272727
"On Monday, the Lamb's, the girl with his friend Prentiss's Schmidt believed they lived in an emotional relationship, despite reports that the authorities on Tuesday of a ""love triangle"" as there is no information or evidence in the hands of ""no,"" they said."	"Despite reports Monday that Lamb allegedly believed Prentiss was also romantically involved with Schmidt, authorities said Tuesday that there was ""no information, no evidence"" of a ""love triangle."""	-0.245794167	0.630136986	0.970353558	0.44826606
"""Sugar factories stay in the dormitory."""	"""We stayed in the dormitory of a sugar factory."""	-0.591201715	0.666666667	0.947493934	0.5
The situation in Detroit for one night to even the season's second half was a return to good quality which is rare in most of the games.	"For Detroit, if only for one night, it was a return of the three-letter F-word that has been so elusive over much of the season's second half."	-0.120166818	0.724137931	0.964753693	0.483870968
